"Source","Test","Length","Time"
"auto","h3","1500","35.869999980926515"
"auto","h1","100","1.7299999237060546"
"auto","h3","100","2.7100000381469727"
"auto","h6","500","5.9"
"auto","h7","10","0.7699999809265137"
"auto","h7","500","5.179999923706054"
"auto","h4","10","0.740000057220459"
"auto","h6","50","1.190000057220459"
"auto","h7","1500","16.160000038146972"
"auto","h4","50","1.1"
"auto","h3","1500","34.119999980926515"
"auto","h8","3000","26.619999980926515"
"auto","h7","3000","27.169999980926512"
"auto","h3","1000","23.840000057220458"
"auto","h9","1500","13.99000005722046"
"auto","h2","2000","48.29000005722046"
"auto","h5","3000","32.46000003814697"
"auto","h3","2000","47.16999998092651"
"auto","h0","50","1.25"
"auto","h9","50","1.2199999809265136"
"auto","h6","100","1.95"
"auto","h6","2000","21.519999980926514"
"auto","h6","1500","15.910000038146972"
"auto","h7","500","5.1"
"auto","h6","2000","21.55999994277954"
"auto","h9","50","1.359999942779541"
"auto","h7","10","0.8"
"auto","h1","50","1.2"
"auto","h4","50","1.1600000381469726"
"auto","h1","2000","21.95"
"auto","h3","2000","47.36000003814697"
"auto","h0","1000","10.55"
"auto","h5","2000","21.75"
"auto","h7","1500","13.85"
"auto","h7","1500","13.839999961853028"
"auto","h8","1500","13.880000019073487"
"auto","h3","50","1.9199999809265136"
"auto","h0","3000","30.220000076293946"
"auto","h9","50","1.1"
"auto","h6","1000","11.010000038146973"
"auto","h0","50","1.2799999237060546"
"auto","h0","3000","30.560000038146974"
"auto","h6","3000","33.66999998092651"
"auto","h7","1500","13.55"
"auto","h6","3000","31.030000019073487"
"auto","h1","1500","16.430000019073486"
"auto","h7","100","1.5300000190734864"
"auto","h0","10","0.8600000381469727"
"auto","h1","500","5.75"
"auto","h0","500","5.7"
"auto","h6","2000","21.380000019073485"
"auto","h1","500","5.7600000381469725"
"auto","h6","10","0.6600000381469726"
"auto","h1","2000","23.05"
"auto","h0","50","1.2199999809265136"
"auto","h5","500","5.719999980926514"
"auto","h9","1500","14.679999923706054"
"auto","h3","500","12.330000019073486"
"auto","h1","2000","20.88999996185303"
"auto","h4","1500","15.760000038146973"
"auto","h6","10","0.6899999618530274"
"auto","h3","10","0.759999942779541"
"auto","h3","50","1.8"
"auto","h7","100","1.5399999618530273"
"auto","h7","500","6.369999980926513"
"auto","h4","100","2.7399999618530275"
"auto","h6","10","0.36999998092651365"
"auto","h4","100","1.6100000381469726"
"auto","h2","100","4.9899999618530275"
"auto","h3","1000","25.2"
"auto","h8","50","1.3199999809265137"
"auto","h0","500","5.710000038146973"
"auto","h4","500","6.059999942779541"
"auto","h4","1000","11.65"
"auto","h6","1000","10.9"
"auto","h8","100","1.659999942779541"
"auto","h8","1000","9.579999923706055"
"auto","h1","1500","16.239999961853027"
"auto","h6","100","1.4300000190734863"
"auto","h7","10","0.9"
"auto","h1","500","6.389999961853027"
"auto","h9","2000","18.689999961853026"
"auto","h7","50","2.2699999809265137"
"auto","h9","100","1.5199999809265137"
"auto","h7","10","1.509999942779541"
"auto","h4","1500","16.38999996185303"
"auto","h8","500","5.290000057220459"
"auto","h1","10","1.7199999809265136"
"auto","h0","1000","12.069999980926514"
"auto","h7","10","0.9"
"auto","h4","10","1.209999942779541"
"auto","h4","50","1.8800000190734862"
"auto","h2","3000","70.91000003814698"
"auto","h8","1500","15.469999980926513"
"auto","h8","10","1.0399999618530273"
"auto","h5","100","1.5299999237060546"
"auto","h4","50","2.1"
"auto","h0","500","5.85"
"auto","h9","2000","18.439999961853026"
"auto","h5","100","2.590000057220459"
"auto","h0","500","7.019999980926514"
"auto","h6","500","7.230000019073486"
"auto","h3","50","2.3699999809265138"
"auto","h0","100","1.4899999618530273"
"auto","h3","1000","25.45"
"auto","h4","50","2.3"
"auto","h6","1000","13.09000005722046"
"auto","h4","100","2.0399999618530273"
"auto","h5","1500","20.25"
"auto","h8","2000","22.519999980926514"
"auto","h2","500","13.940000057220459"
"auto","h6","2000","26.060000038146974"
"auto","h8","10","1.8199999809265137"
"auto","h4","3000","36.519999980926514"
"auto","h4","3000","35.880000019073485"
"auto","h7","500","5.75"
"auto","h1","2000","25.030000019073487"
"auto","h5","2000","25.019999980926514"
"auto","h5","100","1.4699999809265136"
"auto","h1","1000","12.309999942779541"
"auto","h4","2000","25.869999980926515"
"auto","h2","1000","28.39000005722046"
"auto","h7","3000","31.89000005722046"
"auto","h4","100","2.8"
"auto","h4","2000","26.85"
"auto","h1","3000","32.85"
"auto","h4","1500","16.269999980926514"
"auto","h2","50","1.95"
"auto","h8","10","0.9100000381469726"
"auto","h2","1500","38.43000001907349"
"auto","h0","50","1.3"
"auto","h0","50","1.290000057220459"
"auto","h7","10","1.8699999809265138"
"auto","h0","1000","12.15999994277954"
"auto","h5","500","7.25"
"auto","h5","100","1.759999942779541"
"auto","h2","2000","51.339999961853025"
"auto","h1","1000","11.330000019073486"
"auto","h4","10","1.1100000381469726"
"auto","h2","2000","47.259999942779544"
"auto","h3","10","0.959999942779541"
"auto","h8","500","6.3199999809265135"
"auto","h6","3000","33.21999998092652"
"auto","h6","1000","12.690000057220459"
"auto","h6","10","1.2100000381469727"
"auto","h8","2000","18.970000076293946"
"auto","h9","1000","9.7"
"auto","h5","10","0.43000001907348634"
"auto","h4","1500","16.99000005722046"
"auto","h7","100","1.5800000190734864"
"auto","h7","10","0.9199999809265137"
"auto","h5","1000","12.50999994277954"
"auto","h1","500","5.690000057220459"
"auto","h7","1000","9.569999980926514"
"auto","h6","10","1.55"
"auto","h2","2000","47.119999980926515"
"auto","h9","50","1.0899999618530274"
"auto","h6","10","0.38000001907348635"
"auto","h0","500","5.839999961853027"
"auto","h5","3000","33.589999961853025"
"auto","h4","3000","33.46999998092652"
"auto","h9","50","1.2699999809265137"
"auto","h0","10","1.1199999809265138"
"auto","h9","50","2.2699999809265137"
"auto","h2","1500","37.5"
"auto","h5","2000","21.85999994277954"
"auto","h4","1500","15.75"
"auto","h2","100","2.8100000381469727"
"auto","h8","3000","27.569999980926514"
"auto","h2","50","2.35"
"auto","h5","50","1.4100000381469726"
"auto","h3","50","1.809999942779541"
"auto","h9","2000","20.38999996185303"
"auto","h5","500","6.439999961853028"
"auto","h2","10","1.909999942779541"
"auto","h0","500","6.15"
"auto","h2","50","3.0800000190734864"
"auto","h8","1500","16.99000005722046"
"auto","h5","1000","13.019999980926514"
"auto","h8","500","7.05"
"auto","h7","1500","16.869999980926515"
"auto","h3","1000","30.169999980926512"
"auto","h4","100","2.55"
"auto","h1","100","3.1200000762939455"
"auto","h7","50","2.219999980926514"
"auto","h4","1000","18.780000019073487"
"auto","h8","50","2.660000038146973"
"auto","h5","3000","66.75999994277954"
"auto","h5","2000","42.560000038146974"
"auto","h7","1000","20.160000038146972"
"auto","h9","10","2.440000057220459"
"auto","h2","2000","96.89000005722046"
"auto","h9","3000","52.3"
"auto","h8","500","9"
"auto","h3","100","5.909999942779541"
"auto","h5","3000","54.85"
"auto","h4","100","3.040000057220459"
"auto","h2","10","1.159999942779541"
"auto","h8","1000","19.30999994277954"
"auto","h3","3000","124.13000001907349"
"auto","h5","50","1.4299999237060548"
"auto","h0","500","10.410000038146972"
"auto","h7","500","11.2"
"auto","h0","1000","20.969999980926513"
"auto","h4","1500","28.25999994277954"
"auto","h4","1000","21.35999994277954"
"auto","h7","500","9.280000019073487"
"auto","h7","1500","24.909999942779542"
"auto","h7","3000","48.51000003814697"
"auto","h5","100","2.4600000381469727"
"auto","h0","2000","36.269999980926514"
"auto","h2","1000","43.410000038146975"
"auto","h8","10","1.15"
"auto","h4","2000","40.40999994277954"
"auto","h7","1500","24.7"
"auto","h8","3000","47.990000057220456"
"auto","h3","500","21.4"
"auto","h8","2000","32.46000003814697"
"auto","h1","10","1.1600000381469726"
"auto","h2","3000","124.87000007629395"
"auto","h1","50","2.040000057220459"
"auto","h0","100","2.4199999809265136"
"auto","h2","50","3.1399999618530274"
"auto","h6","50","1.4100000381469726"
"auto","h7","3000","47.160000038146975"
"auto","h4","2000","41.28999996185303"
"auto","h4","1000","19.080000019073488"
"auto","h8","100","2.3600000381469726"
"auto","h6","100","2.3899999618530274"
"auto","h3","3000","123.15"
"auto","h3","100","5.15"
"auto","h5","500","10.060000038146972"
"auto","h2","3000","126.88999996185302"
"auto","h8","500","8.940000057220459"
"auto","h5","1000","19.88999996185303"
"auto","h5","2000","42"
"auto","h9","2000","33.1"
"auto","h1","10","1.309999942779541"
"auto","h3","10","1.090000057220459"
"auto","h5","10","0.6400000572204589"
"auto","h1","3000","54.740000057220456"
"auto","h6","2000","39.45"
"auto","h3","2000","83.83999996185302"
"auto","h1","10","1.05"
"auto","h6","1500","29.069999980926514"
"auto","h9","1500","23.61000003814697"
"auto","h7","2000","34.10999994277954"
"auto","h4","500","9.530000019073487"
"auto","h5","10","0.9300000190734863"
"auto","h8","3000","46.81999998092651"
"auto","h4","3000","60.3"
"auto","h7","10","0.9100000381469726"
"auto","h7","2000","32.33000001907349"
"auto","h0","2000","36.73999996185303"
"auto","h7","1500","24.88999996185303"
"auto","h3","500","25.210000038146973"
"auto","h7","2000","31.989999961853027"
"auto","h9","10","0.8900000572204589"
"auto","h0","10","1.0699999809265137"
"auto","h6","100","2.0600000381469727"
"auto","h0","1500","27.64000005722046"
"auto","h2","1000","43.11000003814697"
"auto","h8","1500","24.169999980926512"
"auto","h4","500","10.35"
"auto","h0","3000","57.980000019073486"
"auto","h1","3000","54.9"
"auto","h8","500","9.49000005722046"
"auto","h6","3000","56.689999961853026"
"auto","h1","100","3.840000057220459"
"auto","h1","500","10.030000019073487"
"auto","h8","100","2.3699999809265138"
"auto","h8","1500","26.49000005722046"
"auto","h5","500","12.359999942779542"
"auto","h0","1500","27.1"
"auto","h5","100","2.2100000381469727"
"auto","h7","1500","22.979999923706053"
"auto","h2","3000","117.16999998092652"
"auto","h2","3000","125.21999998092652"
"auto","h0","1000","20.669999980926512"
"auto","h1","10","1.0100000381469727"
"auto","h9","3000","48.4"
"auto","h3","3000","120.36999998092651"
"auto","h3","1500","63.439999961853026"
"auto","h9","50","1.8200000762939452"
"auto","h0","3000","60.46000003814697"
"auto","h2","10","1.1600000381469726"
"auto","h3","100","4.6"
"auto","h2","3000","133.8699999809265"
"auto","h6","1000","20.479999923706053"
"auto","h8","1000","17.660000038146972"
"auto","h2","1000","45.95"
"auto","h3","100","4.540000057220459"
"auto","h8","500","9.7"
"auto","h9","1000","17.789999961853027"
"auto","h8","50","1.85"
"auto","h4","2000","38.939999961853026"
"auto","h1","500","11.45"
"auto","h6","500","10.410000038146972"
"auto","h0","10","0.9699999809265136"
"auto","h7","10","0.9699999809265136"
"auto","h3","3000","125.95999994277955"
"auto","h5","3000","60.429999923706056"
"auto","h5","1000","21.670000076293945"
"auto","h0","1500","29.75999994277954"
"auto","h0","2000","39.71000003814697"
"auto","h1","3000","59.41999998092651"
"auto","h9","1500","25.870000076293945"
"auto","h7","10","0.8899999618530273"
"auto","h4","10","0.7399999618530273"
"auto","h4","100","2.6"
"auto","h1","10","1.5300000190734864"
"auto","h0","2000","38.73999996185303"
"auto","h5","1500","28.60999994277954"
"auto","h7","3000","46.3"
"auto","h4","2000","37.619999980926515"
"auto","h9","500","8.189999961853028"
"auto","h7","10","0.95"
"auto","h7","500","8.65999994277954"
"auto","h6","100","1.990000057220459"
"auto","h2","1000","42.189999961853026"
"auto","h5","50","2.2600000381469725"
"auto","h0","100","3.7"
"auto","h6","10","0.6199999809265136"
"auto","h5","3000","58.43000001907349"
"auto","h8","10","1.209999942779541"
"auto","h8","100","2.3899999618530274"
"auto","h0","1500","27.86000003814697"
"auto","h8","1000","17.760000038146973"
"auto","h6","100","2.390000057220459"
"auto","h9","3000","46.679999923706056"
"auto","h5","10","0.6700000762939453"
"auto","h3","2000","80.53999996185303"
"auto","h8","3000","46.03000001907348"
"auto","h6","3000","54.920000076293945"
"auto","h7","10","0.940000057220459"
"auto","h5","500","11.330000019073486"
"auto","h9","2000","32.66999998092651"
"auto","h1","1500","27.919999980926512"
"auto","h6","100","2.1399999618530274"
"auto","h8","3000","45.96999998092652"
"auto","h1","1500","28.060000038146974"
"auto","h1","3000","55.26000003814697"
"auto","h8","10","1.0399999618530273"
"auto","h3","1500","67.66999998092652"
"auto","h9","50","1.7699999809265137"
"auto","h6","1500","27.930000019073486"
"auto","h8","1500","25.580000019073488"
"auto","h3","3000","128.68999996185303"
"auto","h9","10","1.4300000190734863"
"auto","h8","1000","16.6"
"auto","h1","1000","18.55999994277954"
"auto","h1","1000","18.75999994277954"
"auto","h7","100","2.160000038146973"
"auto","h5","2000","37.73999996185303"
"auto","h0","1500","30.130000019073485"
"auto","h9","100","3.490000057220459"
"auto","h9","3000","50.2"
"auto","h0","50","2.4399999618530273"
"auto","h1","3000","54.339999961853025"
"auto","h5","10","0.6099999427795411"
"auto","h9","500","8.5"
"auto","h6","100","2.5199999809265137"
"auto","h8","10","1.0300000190734864"
"auto","h4","3000","58.839999961853025"
"auto","h8","10","1.2199999809265136"
"auto","h6","3000","56.26000003814697"
"auto","h1","50","1.9300000190734863"
"auto","h1","3000","53.189999961853026"
"auto","h6","10","0.6099999427795411"
"auto","h0","100","2.1700000762939453"
"auto","h8","500","8.689999961853028"
"auto","h6","100","2.719999980926514"
"auto","h3","100","4.1299999237060545"
"auto","h2","1000","43.880000019073485"
"auto","h0","1000","19.919999980926512"
"auto","h1","1500","28.669999980926512"
"auto","h1","100","2.469999980926514"
"auto","h9","500","8.6"
"auto","h9","50","2.219999980926514"
"auto","h8","100","2.3699999809265138"
"auto","h5","100","2.15"
"auto","h8","2000","33.6"
"auto","h6","500","10.039999961853027"
"auto","h6","2000","38.9"
"auto","h3","500","21.230000019073486"
"auto","h2","500","21.660000038146972"
"auto","h7","100","2.3200000762939452"
"auto","h0","1500","27.36000003814697"
"auto","h4","500","11.59000005722046"
"auto","h8","1000","17.9"
"auto","h0","10","0.9699999809265136"
"auto","h6","50","1.4199999809265136"
"auto","h7","10","0.9600000381469727"
"auto","h4","100","2.1100000381469726"
"auto","h4","2000","36.02000007629395"
"auto","h3","3000","123.24000005722046"
"auto","h2","500","20.660000038146972"
"auto","h0","1500","27.760000038146973"
"auto","h4","3000","63.730000019073486"
"auto","h1","100","2.5100000381469725"
"auto","h8","1000","16.469999980926513"
"auto","h5","100","2.3"
"auto","h6","1500","29.519999980926514"
"auto","h8","2000","32.85"
"auto","h0","1000","18.680000019073486"
"auto","h8","3000","48.43000001907349"
"auto","h2","3000","128.46000003814697"
"auto","h0","2000","36.380000019073485"
"auto","h5","100","2.1800000190734865"
"auto","h5","100","2.1"
"auto","h4","10","0.7"
"auto","h4","50","1.35"
"auto","h3","1500","63.160000038146975"
"auto","h0","1000","18.50999994277954"
"auto","h9","1000","16.45"
"auto","h3","1000","41.09000005722046"
"auto","h6","1500","27.86000003814697"
"auto","h3","1000","40.75"
"auto","h8","10","1.0800000190734864"
"auto","h1","50","1.9399999618530273"
"auto","h9","3000","46.630000019073485"
"auto","h3","1500","61.920000076293945"
"auto","h6","500","15.210000038146973"
"auto","h6","500","10.889999961853027"
"auto","h1","3000","51.85"
"auto","h2","500","21.6"
"auto","h4","1500","28.060000038146974"
"auto","h6","1500","29.039999961853027"
"auto","h9","1000","16.869999980926515"
"auto","h6","100","3.4600000381469727"
"auto","h8","3000","46.71000003814697"
"auto","h7","3000","45.01000003814697"
"auto","h4","10","0.6600000381469726"
"auto","h8","500","10.120000076293945"
"auto","h3","2000","94.16000003814698"
"auto","h6","50","1.5699999809265137"
"auto","h5","1000","22.130000019073485"
"auto","h1","100","2.9800000190734863"
"auto","h1","50","2.0100000381469725"
"auto","h0","50","1.8"
"auto","h4","1500","31.469999980926513"
"auto","h6","500","13"
"auto","h9","500","9.609999942779542"
"auto","h3","100","6.35"
"auto","h0","1500","28.869999980926515"
"auto","h3","1000","41.43000001907349"
"auto","h3","100","4.589999961853027"
"auto","h7","50","1.7100000381469727"
"auto","h7","500","8.719999980926513"
"auto","h0","10","0.9100000381469726"
"auto","h5","500","10.270000076293945"
"auto","h6","100","2.2100000381469727"
"auto","h1","2000","36.64000005722046"
"auto","h6","10","0.6800000190734863"
"auto","h9","1500","24.870000076293945"
"auto","h7","500","8.609999942779542"
"auto","h8","3000","49.03999996185303"
"auto","h1","2000","39.420000076293945"
"auto","h7","1500","24.95"
"auto","h7","3000","48.28000001907348"
"auto","h0","1500","27.410000038146972"
"auto","h3","500","24.169999980926512"
"auto","h1","2000","37.78999996185303"
"auto","h1","2000","40.35"
"auto","h6","1000","18.969999980926513"
"auto","h8","10","1.1199999809265138"
"auto","h4","1500","27.75"
"auto","h5","100","2.1700000762939453"
"auto","h5","2000","37.6"
"auto","h8","50","1.8100000381469727"
"auto","h8","50","1.7199999809265136"
"auto","h7","100","2.309999942779541"
"auto","h0","10","1.0199999809265137"
"auto","h3","1500","59.55"
"auto","h7","2000","31.35"
"auto","h7","500","8.330000019073486"
"auto","h5","3000","52.65"
"auto","h2","3000","122.05999994277954"
"auto","h7","1000","16.480000019073486"
"auto","h3","50","2.75"
"auto","h5","100","3.4899999618530275"
"auto","h8","100","2.309999942779541"
"auto","h1","2000","37.35"
"auto","h1","1000","18.839999961853028"
"auto","h2","1000","44.52999992370606"
"auto","h9","100","3.9200000762939453"
"auto","h7","50","2.719999980926514"
"auto","h0","10","0.9"
"auto","h0","2000","36.43000001907349"
"auto","h8","1000","16.54000005722046"
"auto","h2","500","20.380000019073485"
"auto","h6","10","0.6899999618530274"
"auto","h3","100","4.480000019073486"
"auto","h4","500","11.85"
"auto","h7","500","8.680000019073486"
"auto","h0","10","0.8199999809265137"
"auto","h7","10","0.9300000190734863"
"auto","h4","2000","38.91999998092651"
"auto","h4","2000","39.62000007629395"
"auto","h3","10","1.1300000190734862"
"auto","h8","2000","34.85999994277954"
"auto","h7","10","1.5600000381469727"
"auto","h7","500","8.65999994277954"
"auto","h6","50","1.4899999618530273"
"auto","h1","1000","19.35"
"auto","h3","1500","62.71999998092652"
"auto","h7","2000","31.930000019073486"
"auto","h6","100","3.409999942779541"
"auto","h4","10","0.690000057220459"
"auto","h5","100","2.3300000190734864"
"auto","h0","2000","39.39000005722046"
"auto","h9","2000","32.35"
"auto","h3","1000","42.160000038146975"
"auto","h1","500","9.489999961853027"
"auto","h3","10","1.0600000381469727"
"auto","h3","1000","42.10999994277954"
"auto","h6","100","2.1100000381469726"
"auto","h5","50","1.45"
"auto","h1","3000","53.71000003814697"
"auto","h0","2000","37.269999980926514"
"auto","h3","10","1.0100000381469727"
"auto","h8","3000","46.189999961853026"
"auto","h7","10","0.85"
"auto","h0","2000","37.36000003814697"
"auto","h8","1000","17.680000019073486"
"auto","h1","1500","29.780000019073487"
"auto","h4","3000","56.83000001907349"
"auto","h5","3000","55.11000003814697"
"auto","h2","1500","62.62000007629395"
"auto","h9","100","2.5199999809265137"
"auto","h3","1000","42.35"
"auto","h3","50","3.1799999237060548"
"auto","h6","100","3.0699999809265135"
"auto","h9","1000","16.589999961853028"
"auto","h5","100","2.209999942779541"
"auto","h3","50","3.0100000381469725"
"auto","h2","1000","42.48999996185303"
"auto","h2","50","2.9300000190734865"
"auto","h2","50","3.0699999809265135"
"auto","h9","1000","16.489999961853027"
"auto","h1","1500","29.180000019073486"
"auto","h7","50","2.409999942779541"
"auto","h2","500","21.25999994277954"
"auto","h0","1500","26.469999980926513"
"auto","h3","10","1.0699999809265137"
"auto","h0","500","10.709999942779541"
"auto","h3","2000","82.38999996185302"
"auto","h2","500","20.739999961853027"
"auto","h1","1500","28.989999961853027"
"auto","h1","2000","34.08000001907349"
"auto","h6","100","2.15"
"auto","h7","50","1.4700000762939454"
"auto","h8","10","1.1699999809265136"
"auto","h4","2000","37.43000001907349"
"auto","h2","3000","116.5"
"auto","h0","100","2.5399999618530273"
"auto","h9","3000","47.009999942779544"
"auto","h4","2000","37.11000003814697"
"auto","h3","50","3.2700000762939454"
"auto","h2","1500","61.06999998092651"
"auto","h9","3000","47.25"
"auto","h9","10","1.05"
"auto","h0","10","0.9100000381469726"
"auto","h6","500","11.130000019073487"
"auto","h5","3000","57.910000038146975"
"auto","h9","100","2.1800000190734865"
"auto","h3","1500","63.09000005722046"
"auto","h4","2000","39.08000001907349"
"auto","h8","500","9.15"
"auto","h1","100","2.509999942779541"
"auto","h1","2000","35.380000019073485"
"auto","h4","2000","38.64000005722046"
"auto","h3","1500","62.589999961853025"
"auto","h0","1500","28.210000038146973"
"auto","h6","50","1.5700000762939452"
"auto","h5","1000","18.819999980926514"
"auto","h5","10","0.5899999618530274"
